Cuenta;Valor;Tipo mov.
430005136;EL *IL*;Auxiliar
430005137;EL *CI*;Auxiliar
430005138;UNI*AD*;Auxiliar
430005141;EMB*MO*;Auxiliar
430005143;EL *HO*;Auxiliar
430005144;EXP*IN*;Auxiliar
430005145;EQU*TE*;Auxiliar
430005146;ESC* A*;Auxiliar
430005147;E.L*EL*;Auxiliar
430005148;EL *R *;Auxiliar
430005150;EQU*CN*;Auxiliar
430005152;EXP* C*;Auxiliar
430005153;EUR*EN*;Auxiliar
430005157;ERN*LM*;Auxiliar
430005158;ENC*AR*;Auxiliar
430005159;EL *R *;Auxiliar
430005162;ECH*A *;Auxiliar
430005163;HER* A*;Auxiliar
430005164;ESC*E *;Auxiliar
430005165;EST*AR*;Auxiliar
430005167;EXP*P.*;Auxiliar
430005168;EXP*IC*;Auxiliar
430005170;EL *MT*;Auxiliar
430005171;ROD* S*;Auxiliar
430005173;ESF*RO*;Auxiliar
430005174;EL *LO*;Auxiliar
430005175;EL *O *;Auxiliar
430005176;EST*AN*;Auxiliar
430005177;ENT*CO*;Auxiliar
430005178;EL *DE*;Auxiliar
430005179;EST*Z *;Auxiliar
430005180;EXP*ON*;Auxiliar
430005182;EST*ER*;Auxiliar
430005183;ELA*. *;Auxiliar
430005184;ESC* N*;Auxiliar
430005185;ENC*AR*;Auxiliar
430005186;ESC*E *;Auxiliar
430005189;ESC* S*;Auxiliar
430005190;EST*AR*;Auxiliar
430005192;EXP*P.*;Auxiliar
430005193;ESC*E *;Auxiliar
430005194;ENR*LI*;Auxiliar
430005195;ESQ*MA*;Auxiliar
430005196;EST*ST*;Auxiliar
430005197;EST*ER*;Auxiliar
430005198;EL *RO*;Auxiliar
430005199;EL *AL*;Auxiliar
430005201;EST*RR*;Auxiliar
430005202;ECO*AS*;Auxiliar
430005204;HER* A*;Auxiliar
430005205;EST*LO*;Auxiliar
430005210;EMB* I*;Auxiliar
430005212;EQU* B*;Auxiliar
430005216;EMS**;Auxiliar
430005218;EXP*CI*;Auxiliar
430005220;EXP*OP*;Auxiliar
430005221;MAR*RT*;Auxiliar
430005222;ESC* S*;Auxiliar
430005223;EL *DE*;Auxiliar
430005224;EXP*ON*;Auxiliar
430005225;ESC*OY*;Auxiliar
430005226;ESC* S*;Auxiliar
430005227;HER*AL*;Auxiliar
430005228;EXP*OP*;Auxiliar
430005229;EST*AN*;Auxiliar
430005230;HAR*IL*;Auxiliar
430005231;FUE*A *;Auxiliar
430005232;RIO*DE*;Auxiliar
430005233;FER*IG*;Auxiliar
430005234;EL *DE*;Auxiliar
430005235;EXP*ON*;Auxiliar
430005236;EXP* H*;Auxiliar
430005237;DUR*ZQ*;Auxiliar
430005238;EXP*IN*;Auxiliar
430005239;EST*ER*;Auxiliar
430005240;HUE*RR*;Auxiliar
430005241;EMP*S.*;Auxiliar
430005243;CAS*RA*;Auxiliar
430005244;ESC*GA*;Auxiliar
430005245;EXP*ON*;Auxiliar
430005246;ESC*GA*;Auxiliar
430005247;EQU*IO*;Auxiliar
430005248;EQU*.L*;Auxiliar
430005249;EGE*AN*;Auxiliar
430005251;ESC*AN*;Auxiliar
430005252;EL *E *;Auxiliar
430005253;EST*ER*;Auxiliar
430005254;EL *TR*;Auxiliar
430005255;AMO*CA*;Auxiliar
430005256;EXP*ON*;Auxiliar
430005258;MAN*MA*;Auxiliar
430005259;GAR* A*;Auxiliar
430005260;ESC*CU*;Auxiliar
430005264;GUT* P*;Auxiliar
430005265;EST*RR*;Auxiliar
430005266;HAR*IL*;Auxiliar
430005268;FER* M*;Auxiliar
430005269;EST*ER*;Auxiliar
430005270;FRA* G*;Auxiliar
430005271;EL * S*;Auxiliar
430005272;JIE**;Auxiliar
430005274;ELV*RN*;Auxiliar
430005275;FER* Y*;Auxiliar
430005276;ENT*OC*;Auxiliar
430005277;DOM* R*;Auxiliar
430005278;EL * S*;Auxiliar
430005300;ARR*AN*;Auxiliar
430005301;EPI*AL*;Auxiliar
430005302;EQU*RI*;Auxiliar
430005304;ELA*AI*;Auxiliar
430005306;ESP*CR*;Auxiliar
430005307;EL * T*;Auxiliar
430005308;DIA*A *;Auxiliar
430005309;EGI*AL*;Auxiliar
430005310;LIB*GR*;Auxiliar
430005311;EST*EV*;Auxiliar
430005312;VAZ*AR*;Auxiliar
430005313;EL *R *;Auxiliar
430005314;ENC*EV*;Auxiliar
430005315;EMA*ER*;Auxiliar
430005316;EXP*PE*;Auxiliar
430005317;EXP*CO*;Auxiliar
430005319;EST* S*;Auxiliar
430005320;EQU*QU*;Auxiliar
430005321;ESP*IN*;Auxiliar
430005322;EXP*RI*;Auxiliar
430005323;EQU*ET*;Auxiliar
430005324;DE *AL*;Auxiliar
430005325;ECO*S *;Auxiliar
430005326;ENC*ER*;Auxiliar
430005329;EXP*RA*;Auxiliar
430005330;ECO*OD*;Auxiliar
430005332;EGU* M*;Auxiliar
430005333;ARS*AS*;Auxiliar
430005334;ESC*AL*;Auxiliar
430005598;CAS*NT*;Auxiliar
430005929;FUN* G*;Auxiliar
430005930;GAR*UB*;Auxiliar
430005931;PAE*RE*;Auxiliar
430005932;ARN*RN*;Auxiliar
430005933;SOR*ID*;Auxiliar
430005934;LEB*NV*;Auxiliar
430005935;GOM* B*;Auxiliar
430005936;GAR*DR*;Auxiliar
430005937;HER*IM*;Auxiliar
430005938;PER*TI*;Auxiliar
430005939;MAR*NT*;Auxiliar
430005940;SEN*OC*;Auxiliar
430005941;EL * C*;Auxiliar
430005942;VAL*YA*;Auxiliar
430005943;GRA*ID*;Auxiliar
430005944;GOZ*NZ*;Auxiliar
430005945;TOL*HE*;Auxiliar
430005946;ENJ*RC*;Auxiliar
430005947;GRA*UZ*;Auxiliar
430005948;GAR*IE*;Auxiliar
430005949;MON*AN*;Auxiliar
430005950;DE * C*;Auxiliar
430005951;DE *LE*;Auxiliar
430005952;DUQ*EZ*;Auxiliar
430005953;SAN*OM*;Auxiliar
430005954;NIE*EO*;Auxiliar
430005955;GAR*EZ*;Auxiliar
430005956;MOR*OM*;Auxiliar
430005957;VIC*AL*;Auxiliar
430005958;GAR*DE*;Auxiliar
430005959;DEL*O *;Auxiliar
430005960;CAR*AL*;Auxiliar
430005961;ALV*RT*;Auxiliar
430005962;ZAE*ED*;Auxiliar
430005963;MON* E*;Auxiliar
430005964;VEL*AN*;Auxiliar
430005965;CRI* S*;Auxiliar
430005966;MON*UÑ*;Auxiliar
430005967;MUÑ*EZ*;Auxiliar
430005968;COR*RD*;Auxiliar
430005969;MAR*EJ*;Auxiliar
430005970;MAT*ER*;Auxiliar
430005971;TOR*PA*;Auxiliar
430005972;COL*IN*;Auxiliar
430005973;HER* S*;Auxiliar
430005974;CAR*AM*;Auxiliar
430005975;PUE*CE*;Auxiliar
430005976;MON*AN*;Auxiliar
430005977;CAS*OS*;Auxiliar
430005978;BUA*IN*;Auxiliar
430005979;CUE* L*;Auxiliar
430005980;MON*S *;Auxiliar
430005981;GDC*RI*;Auxiliar
430005982;ENT*EN*;Auxiliar
430005983;MAZ*PE*;Auxiliar
430005984;CAR*GA*;Auxiliar
430005985;VEL*UA*;Auxiliar
430005986;MUÑ*Z *;Auxiliar
430005987;MAR*RT*;Auxiliar
430005988;EST*OD*;Auxiliar
430005989;MAR*RT*;Auxiliar
430005990;SAN*RR*;Auxiliar
430005991;GAR*GO*;Auxiliar
430005992;ARC*RC*;Auxiliar
430005993;GOM*TA*;Auxiliar
430005994;BER*MO*;Auxiliar
430005995;OLM*FR*;Auxiliar
430005996;UNI*AD*;Auxiliar
430005997;MOR*XA*;Auxiliar
430005998;ROD* G*;Auxiliar
430005999;ESP*RT*;Auxiliar
430006000;MEN*TE*;Auxiliar
430006003;FER* M*;Auxiliar
430006004;FER* D*;Auxiliar
430006009;FRU*RD*;Auxiliar
430006012;DE * V*;Auxiliar
430006014;FRU*NZ*;Auxiliar
430006016;FUE*VA*;Auxiliar
430006024;FUE*EL*;Auxiliar
430006028;FEA**;Auxiliar
430006033;FER* M*;Auxiliar
430006035;FUE*A *;Auxiliar
430006036;FER* F*;Auxiliar
430006037;FER* C*;Auxiliar
430006043;FRU*RE*;Auxiliar
430006045;FRA* M*;Auxiliar
430006046;FRA* F*;Auxiliar
430006047;FER* A*;Auxiliar
430006048;FUE*AR*;Auxiliar
430006049;FER* H*;Auxiliar
430006050;LOS*EL*;Auxiliar
430006051;FRU*RD*;Auxiliar
430006053;FAR*DE*;Auxiliar
430006054;FRA*NZ*;Auxiliar
430006055;FRU*RC*;Auxiliar
430006059;FUE*UE*;Auxiliar
430006061;FRU*ÑO*;Auxiliar
430006062;BOV* S*;Auxiliar
430006063;FRU*ÑO*;Auxiliar
430006064;FLO*TR*;Auxiliar
430006068;HER*GI*;Auxiliar
430006069;FER* G*;Auxiliar
430006070;FER* C*;Auxiliar
430006071;GAN* P*;Auxiliar
430006072;ALV*ER*;Auxiliar
430006074;PUE*LO*;Auxiliar
430006075;FUE*AR*;Auxiliar
430006078;FUN*ES*;Auxiliar
430006082;FRA**;Auxiliar
430006088;FRU*RT*;Auxiliar
430006091;FAU*E *;Auxiliar
430006092;PAR*S *;Auxiliar
430006095;FER* C*;Auxiliar
430006099;FUE*AS*;Auxiliar
430006101;FER*RA*;Auxiliar
430006102;GAR*IN*;Auxiliar
430006103;LOP*EZ*;Auxiliar
430006104;FLO*EZ*;Auxiliar
430006105;FER* S*;Auxiliar
430006106;GAR*QU*;Auxiliar
430006107;AGU*GU*;Auxiliar
430006108;PER*CH*;Auxiliar
430006109;GAR*RN*;Auxiliar
430006110;ALI*RT*;Auxiliar
430006111;FER*AL*;Auxiliar
430006112;HER*AR*;Auxiliar
430006113;ETX*AL*;Auxiliar
430006114;ROD* B*;Auxiliar
430006115;FAR*JU*;Auxiliar
430006116;FIN*CA*;Auxiliar
430006117;FER* M*;Auxiliar
430006119;FAR*RU*;Auxiliar
430006120;FUN* C*;Auxiliar
430006121;FUN* C*;Auxiliar
430006122;FER* A*;Auxiliar
430006123;FER* G*;Auxiliar
430006200;SEB* H*;Auxiliar
430006202;GUT* M*;Auxiliar
430006204;TRA*AL*;Auxiliar
430006307;FUE*A *;Auxiliar
430006323;FRU*TO*;Auxiliar
430006324;FUE*EJ*;Auxiliar
430006326;ALO*ÑO*;Auxiliar
430006334;FRU*LG*;Auxiliar
430006335;HER*UE*;Auxiliar
430006336;FRA*RN*;Auxiliar
430006337;FUE*AN*;Auxiliar
430006338;FRU*S.*;Auxiliar
430006339;FRU*ES*;Auxiliar
430006340;FRU*NZ*;Auxiliar
430006341;FRU*QU*;Auxiliar
430006342;FUE*A *;Auxiliar
430006343;FUE* S*;Auxiliar
430006344;FER* M*;Auxiliar
430006346;FRU*ON*;Auxiliar
430006350;FUN* C*;Auxiliar
430006354;FLO*RI*;Auxiliar
430006356;FRU*ON*;Auxiliar
430006357;FRU* F*;Auxiliar
430006359;FUE*ER*;Auxiliar
430006360;FRU*RD*;Auxiliar
430006362;FRU*QU*;Auxiliar
430006363;FRE*A.*;Auxiliar
430006365;FER* D*;Auxiliar
430006367;FRU*DA*;Auxiliar
430006369;FRU* A*;Auxiliar
430006370;FRE* P*;Auxiliar
430006373;FUE*AR*;Auxiliar
430006374;FUE*RO*;Auxiliar
430006382;FUE*ER*;Auxiliar
430006390;FRU*OG*;Auxiliar
430006392;FRU*RT*;Auxiliar
430006394;FRU*RC*;Auxiliar
430006396;FUE*CH*;Auxiliar
430006397;FUE*ER*;Auxiliar
430006398;FER* D*;Auxiliar
430006402;FRA*DR*;Auxiliar
430006403;JIM*IM*;Auxiliar
430006405;FUE*OP*;Auxiliar
430006406;LA *.L*;Auxiliar
430006409;FAU*EZ*;Auxiliar
430006412;FRU*ST*;Auxiliar
430006413;FER* A*;Auxiliar
430006415;FRU*IE*;Auxiliar
430006417;FUE*TA*;Auxiliar
430006418;FUN*RI*;Auxiliar
430006419;FUN* O*;Auxiliar
430006421;FRA* A*;Auxiliar
430006425;FRE*DO*;Auxiliar
430006426;FLO*ME*;Auxiliar
430006427;FID*RA*;Auxiliar
430006428;FAC*NS*;Auxiliar
430006429;S. *VE*;Auxiliar
430006430;FRA*LG*;Auxiliar
430006431;FRA*LA*;Auxiliar
430006432;FER* D*;Auxiliar
430006433;FER* H*;Auxiliar
430006435;FUE*OM*;Auxiliar
430006436;FRU*GU*;Auxiliar
430006437;FUE*ÑE*;Auxiliar
430006438;JIM*ST*;Auxiliar
430006439;FLO*LV*;Auxiliar
430006440;FRU*LO*;Auxiliar
430006441;FRU* F*;Auxiliar
430006442;FER* P*;Auxiliar
430006444;FER* L*;Auxiliar
430006445;FER* G*;Auxiliar
430006446;ROD* R*;Auxiliar
430006447;FER* M*;Auxiliar
430006448;FER* M*;Auxiliar
430006449;FRA* R*;Auxiliar
430006451;FER* A*;Auxiliar
430006452;FER*A *;Auxiliar
430006453;FAR*ON*;Auxiliar
430006454;FRA*AD*;Auxiliar
430006455;FER* H*;Auxiliar
430006457;DE * M*;Auxiliar
430006459;FRU*LG*;Auxiliar
430006461;FUE*AN*;Auxiliar
430006462;FER* S*;Auxiliar
430006464;FAR*IE*;Auxiliar
430006465;FIG**;Auxiliar
430006466;FRE*ÑO*;Auxiliar
430006467;TRO*A *;Auxiliar
430006468;FEL*IL*;Auxiliar
430006470;FER* L*;Auxiliar
430006471;FLO*US*;Auxiliar
430006472;FER* C*;Auxiliar
430006473;FER*EJ*;Auxiliar
430006474;S.A*EN*;Auxiliar
430006476;FRU*ÑO*;Auxiliar
430006478;FUE*A *;Auxiliar
430006479;FUE*RZ*;Auxiliar
430006480;FRU*RR*;Auxiliar
430006481;FER* G*;Auxiliar
430006482;FEL*NA*;Auxiliar
430006483;FUN* J*;Auxiliar
430006484;FRI*VA*;Auxiliar
430006486;FIN*CO*;Auxiliar
430006487;FLO*RN*;Auxiliar
430006488;FRE* R*;Auxiliar
430006489;FER* G*;Auxiliar
430006491;FER* F*;Auxiliar
430006493;HER* L*;Auxiliar
430006494;GAR* L*;Auxiliar
430006499;LAS*S *;Auxiliar
430006500;FER*AR*;Auxiliar
430006501;FER* G*;Auxiliar
430006502;FAU*CI*;Auxiliar
430006503;FRA* A*;Auxiliar
430006504;FRA*RN*;Auxiliar
430006505;FIA*TR*;Auxiliar
430006507;FER*UT*;Auxiliar
430006508;FER* G*;Auxiliar
430006509;FER* R*;Auxiliar
430006510;FER* B*;Auxiliar
430006511;MAR*BO*;Auxiliar
430006512;ALV*RT*;Auxiliar
430006513;ALO*RQ*;Auxiliar
430006514;LAF*NA*;Auxiliar
430006515;ROM* C*;Auxiliar
430006516;SAN*AL*;Auxiliar
430006517;ANT*RC*;Auxiliar
430006518;MAT* J*;Auxiliar
430006519;MAR*ST*;Auxiliar
430006520;PRA*NI*;Auxiliar
430006521;CAR*AR*;Auxiliar
430006522;DEL*R *;Auxiliar
430006523;ROS*VE*;Auxiliar
430006524;ISA*DO*;Auxiliar
430006525;MOR*BA*;Auxiliar
430006526;EST*AR*;Auxiliar
430006527;ALO*IZ*;Auxiliar
430006528;CAS*EZ*;Auxiliar
430006529;BER*VE*;Auxiliar
430006530;AYU*RE*;Auxiliar
430006531;FAT*UA*;Auxiliar
430006532;FAT*RI*;Auxiliar
430006533;DIE*IG*;Auxiliar
430006534;DE *LE*;Auxiliar
430006535;GOM*AT*;Auxiliar
430006536;GAN* P*;Auxiliar
430006537;GOM*CI*;Auxiliar
430006538;HER*AN*;Auxiliar
430006539;ADI*Y *;Auxiliar
430006540;SAN*DO*;Auxiliar
430006541;FRA*LA*;Auxiliar
430006542;YEG*OR*;Auxiliar
430006543;VAL*EZ*;Auxiliar
430006544;LOP*RI*;Auxiliar
430006545;NIÑ*Z *;Auxiliar
430006546;ACE*ME*;Auxiliar
430006547;FER* A*;Auxiliar
430006548;POL*UA*;Auxiliar
430006549;FLO*PE*;Auxiliar
430006550;MAZ* B*;Auxiliar
430006551;GAR* A*;Auxiliar
430006552;SAN*OR*;Auxiliar
430006553;ALO*VO*;Auxiliar
430006554;GOM*CI*;Auxiliar
430006555;DE * M*;Auxiliar
430006556;ASO*N *;Auxiliar
430006557;DLS*OV*;Auxiliar
430006558;MUÑ*IN*;Auxiliar
430006560;SAN*, *;Auxiliar
430006561;TEL*CH*;Auxiliar
430006562;LOP*TI*;Auxiliar
430006563;FIN*RA*;Auxiliar
430006564;FED*N *;Auxiliar
430006565;GAL*AN*;Auxiliar
430006566;VAQ*RE*;Auxiliar
430006567;FAR*HU*;Auxiliar
430006568;SAN*ES*;Auxiliar
430006569;DE * V*;Auxiliar
430006570;EDU*AL*;Auxiliar
430006571;PIT*E *;Auxiliar
430006572;CAN* G*;Auxiliar
430006573;RIN*LO*;Auxiliar
430006574;PRI*ÑA*;Auxiliar
430006575;REM*IL*;Auxiliar
430006576;BEN*RR*;Auxiliar
430006577;SAC* Y*;Auxiliar
430006579;CEL*IN*;Auxiliar
430006580;NIE*E *;Auxiliar
430006581;GON*LO*;Auxiliar
430006582;VEL* M*;Auxiliar
430006583;YAG*CH*;Auxiliar
430006584;PEN*NO*;Auxiliar
430006585;MUÑ*CU*;Auxiliar
430006586;C.B*NA*;Auxiliar
430006587;NIE*EO*;Auxiliar
430006589;GAR*BI*;Auxiliar
430006590;YEG*AF*;Auxiliar
430006591;MAR*TE*;Auxiliar
430006592;TEJ*EN*;Auxiliar
430006593;PER*RR*;Auxiliar
430006594;ZEL*RI*;Auxiliar
430006595;MAR*QU*;Auxiliar
430006596;ALF*IL*;Auxiliar
430006597;OLL*DR*;Auxiliar
430006598;CEN*OL*;Auxiliar
430006599;SER*AM*;Auxiliar
430006600;ASO*EC*;Auxiliar
430006601;MAR*RC*;Auxiliar
430006602;PAS*AS*;Auxiliar
430006603;MAD*SA*;Auxiliar
430006604;DE * D*;Auxiliar
430006605;MIG*QU*;Auxiliar
430006606;AYU*NT*;Auxiliar
430006607;GAL*RO*;Auxiliar
430006608;DE * S*;Auxiliar
430006609;MAS*Z *;Auxiliar
430006610;GON*PE*;Auxiliar
430006611;ACE*ET*;Auxiliar
430006612;HER*UÑ*;Auxiliar
430006613;GAR* F*;Auxiliar
430006614;PAS*ON*;Auxiliar
430006615;PAS*IG*;Auxiliar
430006616;SEN* A*;Auxiliar
430006617;HER*RR*;Auxiliar
430006618;VIC*AL*;Auxiliar
430006619;LLO*SE*;Auxiliar
430006620;MED*A *;Auxiliar
430006621;MON*T *;Auxiliar
430006622;MIG*RR*;Auxiliar
430006623;MAT*RA*;Auxiliar
430006624;BER* B*;Auxiliar
430006625;MAR*RR*;Auxiliar
430006626;CAL*CH*;Auxiliar
430006627;PUN*LL*;Auxiliar
430006628;PER*IN*;Auxiliar
430006629;GON*SA*;Auxiliar
430006630;POS*AS*;Auxiliar
430006631;BLA*NC*;Auxiliar
430006632;SUE*EN*;Auxiliar
430006634;ISA*DO*;Auxiliar
430006635;MOR*LL*;Auxiliar
430006636;HER*AR*;Auxiliar
430006637;MAT*AN*;Auxiliar
430006638;DIE*ID*;Auxiliar
430006640;BLA*RT*;Auxiliar
430006641;HER*ER*;Auxiliar
430006642;SAS*RC*;Auxiliar
430006643;ROS*IA*;Auxiliar
430006644;MAR*RR*;Auxiliar
430006645;ALO*ES*;Auxiliar
430006646;VIV*AD*;Auxiliar
430006647;MUN*ST*;Auxiliar
430006648;DE *VI*;Auxiliar
430006649;BER*E *;Auxiliar
430006650;MON*BE*;Auxiliar
430006652;SAN*LO*;Auxiliar
430006653;GOM*Z *;Auxiliar
430006654;SOL*RR*;Auxiliar
430006655;GON*RA*;Auxiliar
430006656;SAA*PU*;Auxiliar
430006657;MAY*CE*;Auxiliar
430006658;HAR*ON*;Auxiliar
430006659;ALO*RN*;Auxiliar
430006660;SEG*N,*;Auxiliar
430006661;GON*MA*;Auxiliar
430006662;ALI*RT*;Auxiliar
430006663;DEL*OM*;Auxiliar
430006664;DRA*.*;Auxiliar
430006665;MIG*NZ*;Auxiliar
430006666;TAP*FR*;Auxiliar
430006667;GIL*SA*;Auxiliar
430006668;VID* S*;Auxiliar
430006669;NIE*ED*;Auxiliar
430006670;ROM*ME*;Auxiliar
430006671;GON*UC*;Auxiliar
430006672;GOM*OR*;Auxiliar
430006673;PET*SE*;Auxiliar
430006674;DE *RU*;Auxiliar
430006675;HER*Z *;Auxiliar
430006676;PEC*IP*;Auxiliar
430006677;SAL* D*;Auxiliar
430006678;UNI*AD*;Auxiliar
430006679;HER* R*;Auxiliar
430006680;PAS*AN*;Auxiliar
430006681;ROM*ME*;Auxiliar
430006682;RAM*Z *;Auxiliar
430006683;BOR*BA*;Auxiliar
430006684;MOR* A*;Auxiliar
430006685;PIN*UA*;Auxiliar
430006686;SEB* C*;Auxiliar
430006687;TOM*EN*;Auxiliar
430006688;GAR*AL*;Auxiliar
430006689;SAN*EL*;Auxiliar
430006690;GON*AP*;Auxiliar
430006691;VIL*GO*;Auxiliar
430006692;GON*GA*;Auxiliar
430006693;ANG*OP*;Auxiliar
430006694;RED*AS*;Auxiliar
430006695;ROD* P*;Auxiliar
430006696;CEN*RI*;Auxiliar
430006697;CUA*DR*;Auxiliar
430006698;EST*EP*;Auxiliar
430006699;GAR*TI*;Auxiliar
430006700;QUA*C.*;Auxiliar
430006701;BAR*AN*;Auxiliar
430006702;ARE*ER*;Auxiliar
430006703;SEG*LV*;Auxiliar
430006704;ESC*MA*;Auxiliar
430006705;PER*ON*;Auxiliar
430006706;IGL*GA*;Auxiliar
430006707;HER*UE*;Auxiliar
430006708;SIE*BR*;Auxiliar
430006709;FOR*S.*;Auxiliar
430006710;FON*ME*;Auxiliar
430006711;FRU*L *;Auxiliar
430006712;GOM*TI*;Auxiliar
430006713;GEB* S*;Auxiliar
430006714;FRA*EZ*;Auxiliar
430006715;FER* M*;Auxiliar
430006716;FRA*BR*;Auxiliar
430006717;FUN*A *;Auxiliar
430006718;FER* P*;Auxiliar
430006719;FER*MO*;Auxiliar
430006720;FLO*OR*;Auxiliar
430006721;FRE*MA*;Auxiliar
430006722;YAG*NS*;Auxiliar
430006723;FER* F*;Auxiliar
430006724;GUZ*CE*;Auxiliar
430006725;ROD* M*;Auxiliar
430006726;HER*IL*;Auxiliar
430006727;SAN*RA*;Auxiliar
430006728;MUÑ*EZ*;Auxiliar
430006729;PAS*IZ*;Auxiliar
430006730;JIM*TO*;Auxiliar
430006731;FER* R*;Auxiliar
430006732;HER* L*;Auxiliar
430006733;VIC*AR*;Auxiliar
430006734;HER* G*;Auxiliar
430006735;MOR*NT*;Auxiliar
430006736;EST*ER*;Auxiliar
430006737;GAR*VA*;Auxiliar
430006738;MAR*OR*;Auxiliar
430006739;ORO*AN*;Auxiliar
430006740;LUC*UE*;Auxiliar
430006741;GOM*CI*;Auxiliar
430006742;SAN*IA*;Auxiliar
430006743;POS*AN*;Auxiliar
430006744;SAN*ÑE*;Auxiliar
430006745;GON*SA*;Auxiliar
430006746;VEL*AR*;Auxiliar
430006747;AIS* M*;Auxiliar
430006748;GON*MA*;Auxiliar
430006749;TAR*RE*;Auxiliar
430006750;PAB*ME*;Auxiliar
430006751;DE * V*;Auxiliar
430006752;VEL*ER*;Auxiliar
430006753;NAV*IM*;Auxiliar
430006754;GUE*RR*;Auxiliar
430006755;MED*A *;Auxiliar
430006756;HUE*OR*;Auxiliar
430006757;EL * S*;Auxiliar
430006758;LAR* P*;Auxiliar
430006759;HER*LO*;Auxiliar
430006760;ALO*CR*;Auxiliar
430006761;NAV*UI*;Auxiliar
430006762;LOP*AR*;Auxiliar
430006763;BUR* S*;Auxiliar
430006764;ARR*AL*;Auxiliar
430006765;SAN*AN*;Auxiliar
430006766;GOM*Z *;Auxiliar
430006767;GAR*LI*;Auxiliar
430006768;FOL*AY*;Auxiliar
430006769;ARR*AR*;Auxiliar
430006770;DIE* M*;Auxiliar
430006771;PAS*ER*;Auxiliar
430006772;VIL*IA*;Auxiliar
430006773;IGL*GA*;Auxiliar
430006774;KRA*OM*;Auxiliar
430006775;SOB*O *;Auxiliar
430006776;ALV*AL*;Auxiliar
430006777;FER* S*;Auxiliar
430006778;AYU*SA*;Auxiliar
430006779;ORD*OU*;Auxiliar
430006780;SAN*Z *;Auxiliar
430006781;CAM*LL*;Auxiliar
430006782;GAR*RE*;Auxiliar
430006783;FUE*A *;Auxiliar
430006784;ESC*MA*;Auxiliar
430006785;DE *DA*;Auxiliar
430006786;GUT* P*;Auxiliar
430006787;GAR*BR*;Auxiliar
430006788;LOP*OM*;Auxiliar
430006789;COB*EZ*;Auxiliar
430006790;HID*ON*;Auxiliar
430006791;SOC*HE*;Auxiliar
430006792;TAP*RC*;Auxiliar
430006793;HER* G*;Auxiliar
430006794;MAT*IN*;Auxiliar
430006795;MAR*LA*;Auxiliar
430006796;PRI*RT*;Auxiliar
430006797;CHI*EZ*;Auxiliar
430006798;OLT*TE*;Auxiliar
430006799;MAR*BU*;Auxiliar
430006800;GON*IS*;Auxiliar
430006801;IBA*QU*;Auxiliar
430006802;BER*ES*;Auxiliar
430006803;MAR*MA*;Auxiliar
430006804;ANT*IN*;Auxiliar
430006805;SOT*JO*;Auxiliar
430006806;SAN*L *;Auxiliar
430006807;MIG*Z *;Auxiliar
430006808;GOM*TI*;Auxiliar
430006809;DE *NT*;Auxiliar
430006810;LIQ*AR*;Auxiliar
430006811;RUM*IL*;Auxiliar
430006812;FER* Q*;Auxiliar
430006814;DE *A *;Auxiliar
430006815;CHA*ZA*;Auxiliar
430006817;FAR*VE*;Auxiliar
430006818;GON*SA*;Auxiliar
430006820;FOR* C*;Auxiliar
430006821;GOM*EZ*;Auxiliar
430006823;FER*ER*;Auxiliar
430006825;FER* S*;Auxiliar
430006826;ROD* M*;Auxiliar
430006828;FEL* E*;Auxiliar
430006834;FIN* N*;Auxiliar
430006835;FRU*VI*;Auxiliar
430006836;FIN*ZA*;Auxiliar
430006840;FOR* S*;Auxiliar
430006841;GOM*RE*;Auxiliar
430006842;GRU*RO*;Auxiliar
430006844;FAR*FE*;Auxiliar
430006845;FRE*SA*;Auxiliar
430006846;GAR*LD*;Auxiliar
430006847;GUI*KA*;Auxiliar
430006848;GIL*LD*;Auxiliar
430006849;FEL*GU*;Auxiliar
430006850;GOI*0 *;Auxiliar
430006851;GUE*MA*;Auxiliar
430006853;DE * C*;Auxiliar
430006855;GAR* L*;Auxiliar
430006856;FER* M*;Auxiliar
430006911;SAN*UE*;Auxiliar
430006912;AKE*EL*;Auxiliar
430006913;MUÑ*EZ*;Auxiliar
430006914;TRU*ES*;Auxiliar
430006915;ACE*ME*;Auxiliar
430006916;MAT* M*;Auxiliar
430006917;SAN*ER*;Auxiliar
430006918;GAR*IN*;Auxiliar
430006919;TOR*RA*;Auxiliar
430006920;ARR*AL*;Auxiliar
430006921;GUT* F*;Auxiliar
430006922;MAR*ME*;Auxiliar
430006923;MAR*DE*;Auxiliar
430006924;GOM*TI*;Auxiliar
430006925;SEB* M*;Auxiliar
430006926;BAR* E*;Auxiliar
430006927;MON*GA*;Auxiliar
430006928;GON*HE*;Auxiliar
430006929;GOM*EZ*;Auxiliar
430006930;ROD* S*;Auxiliar
430006931;MAR*RE*;Auxiliar
430006932;VER*LO*;Auxiliar
430006933;ABA*AL*;Auxiliar
430006934;GOM*CI*;Auxiliar
430006935;RIV*ME*;Auxiliar
430006936;DE *LE*;Auxiliar
430006937;MAR*AR*;Auxiliar
430006938;RUA*EZ*;Auxiliar
430006939;FER* D*;Auxiliar
430006940;DE *LE*;Auxiliar
430006941;PAR*ND*;Auxiliar
430006942;PAL*IZ*;Auxiliar
430006943;SAN*NC*;Auxiliar
430006944;ARR*LO*;Auxiliar
430006945;RUB*IO*;Auxiliar
430006946;BER* M*;Auxiliar
430006947;GON*DE*;Auxiliar
